gene_id_a	gene_symbol_a	gene_id_b	gene_symbol_b
3064	HTT_(wt)	9377	COX5A
3064	HTT_(wt)	9411	ARHGAP29
3064	HTT_(wt)	9419	CRIPT
3064	HTT_(wt)	9454	HOMER3
3064	HTT_(wt)	9463	PICK1
3064	HTT_(wt)	9470	EIF4E2
3064	HTT_(wt)	9474	ATG5
3064	HTT_(wt)	9525	VPS4B
3064	HTT_(wt)	9545	RAB3D
3064	HTT_(wt)	9637	FEZ2
3064	HTT_(wt)	9638	FEZ1
3064	HTT_(wt)	9643	MORF4L2
3064	HTT_(wt)	9672	SDC3
3064	HTT_(wt)	9701	PPP6R2
3064	HTT_(wt)	9759	HDAC4
3064	HTT_(wt)	9770	RASSF2
3064	HTT_(wt)	9779	TBC1D5
3064	HTT_(wt)	9782	MATR3
3064	HTT_(wt)	9802	DAZAP2
3064	HTT_(wt)	9805	SCRN1
3064	HTT_(wt)	9810	RNF40
3064	HTT_(wt)	9812	KIAA0141
3064	HTT_(wt)	9818	NUPL1
3064	HTT_(wt)	9823	ARMCX2
3064	HTT_(wt)	9841	ZBTB24
3064	HTT_(wt)	9846	GAB2
3064	HTT_(wt)	9861	PSMD6
3064	HTT_(wt)	9867	PJA2
3064	HTT_(wt)	9869	SETDB1
3064	HTT_(wt)	9915	ARNT2
3064	HTT_(wt)	9922	IQSEC1
3064	HTT_(wt)	9927	MFN2
3064	HTT_(wt)	9938	ARHGAP25
3064	HTT_(wt)	9976	CLEC2B
3064	HTT_(wt)	10010	TANK
3064	HTT_(wt)	10049	DNAJB6
3064	HTT_(wt)	10053	AP1M2
3064	HTT_(wt)	10056	FARSB
3064	HTT_(wt)	10059	DNM1L
3064	HTT_(wt)	10062	NR1H3
3064	HTT_(wt)	10084	PQBP1
3064	HTT_(wt)	10093	ARPC4
3064	HTT_(wt)	10094	ARPC3
3064	HTT_(wt)	10120	ACTR1B
3064	HTT_(wt)	10133	OPTN
3064	HTT_(wt)	10134	BCAP31
3064	HTT_(wt)	10146	G3BP1
3064	HTT_(wt)	10158	PDZK1IP1
3064	HTT_(wt)	10169	SERF2
3064	HTT_(wt)	10181	RBM5
3064	HTT_(wt)	10211	FLOT1
3064	HTT_(wt)	10212	DDX39
3064	HTT_(wt)	10213	PSMD14
3064	HTT_(wt)	10238	DCAF7
3064	HTT_(wt)	10242	KCNMB2
3064	HTT_(wt)	10254	STAM2
3064	HTT_(wt)	10273	STUB1
3064	HTT_(wt)	10314	LANCL1
